image_file,annotation_count,classes,primary_class,max_damage_area_ratio,image_path,dataset,country,split
India_002248.jpg,3,Pothole,Pothole,0.0252083333333333,data/raw/road_damage/India/India/train/images/India_002248.jpg,RDD2022,India,train
India_002249.jpg,5,Alligator Crack|Longitudinal Crack|Pothole,Pothole,0.0830169753086419,data/raw/road_damage/India/India/train/images/India_002249.jpg,RDD2022,India,train
India_002250.jpg,3,Pothole,Pothole,0.0252777777777777,data/raw/road_damage/India/India/train/images/India_002250.jpg,RDD2022,India,train
India_002253.jpg,2,Pothole,Pothole,0.147295524691358,data/raw/road_damage/India/India/train/images/India_002253.jpg,RDD2022,India,train
India_002256.jpg,3,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.2050289351851852,data/raw/road_damage/India/India/train/images/India_002256.jpg,RDD2022,India,train
India_002262.jpg,1,Alligator Crack,Alligator Crack,0.2413252314814815,data/raw/road_damage/India/India/train/images/India_002262.jpg,RDD2022,India,train
India_002279.jpg,1,Transverse Crack,Transverse Crack,0.050264274691358,data/raw/road_damage/India/India/train/images/India_002279.jpg,RDD2022,India,train
India_002281.jpg,1,Alligator Crack,Alligator Crack,0.0947067901234567,data/raw/road_damage/India/India/train/images/India_002281.jpg,RDD2022,India,train
India_002284.jpg,2,Alligator Crack,Alligator Crack,0.1290625,data/raw/road_damage/India/India/train/images/India_002284.jpg,RDD2022,India,train
India_002286.jpg,1,Alligator Crack,Alligator Crack,0.1845891203703703,data/raw/road_damage/India/India/train/images/India_002286.jpg,RDD2022,India,train
India_002290.jpg,1,Alligator Crack,Alligator Crack,0.1085648148148148,data/raw/road_damage/India/India/train/images/India_002290.jpg,RDD2022,India,train
India_002293.jpg,1,Pothole,Pothole,0.229170524691358,data/raw/road_damage/India/India/train/images/India_002293.jpg,RDD2022,India,train
India_002297.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0964448302469135,data/raw/road_damage/India/India/train/images/India_002297.jpg,RDD2022,India,train
India_002299.jpg,1,Longitudinal Crack,Longitudinal Crack,0.039753086419753,data/raw/road_damage/India/India/train/images/India_002299.jpg,RDD2022,India,train
India_002301.jpg,6,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.0799479166666666,data/raw/road_damage/India/India/train/images/India_002301.jpg,RDD2022,India,train
India_002304.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0061381172839506,data/raw/road_damage/India/India/train/images/India_002304.jpg,RDD2022,India,train
India_002305.jpg,3,Pothole,Pothole,0.0032465277777777,data/raw/road_damage/India/India/train/images/India_002305.jpg,RDD2022,India,train
India_002307.jpg,1,Alligator Crack,Alligator Crack,0.2121296296296296,data/raw/road_damage/India/India/train/images/India_002307.jpg,RDD2022,India,train
India_002318.jpg,3,Pothole,Pothole,0.04671875,data/raw/road_damage/India/India/train/images/India_002318.jpg,RDD2022,India,train
India_002319.jpg,2,Longitudinal Crack|Pothole,Pothole,0.0164236111111111,data/raw/road_damage/India/India/train/images/India_002319.jpg,RDD2022,India,train
India_002320.jpg,2,Longitudinal Crack,Longitudinal Crack,0.0107040895061728,data/raw/road_damage/India/India/train/images/India_002320.jpg,RDD2022,India,train
India_002321.jpg,2,Alligator Crack,Alligator Crack,0.1366203703703703,data/raw/road_damage/India/India/train/images/India_002321.jpg,RDD2022,India,train
India_002330.jpg,2,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.0896508487654321,data/raw/road_damage/India/India/train/images/India_002330.jpg,RDD2022,India,train
India_002331.jpg,2,Pothole,Pothole,0.0337268518518518,data/raw/road_damage/India/India/train/images/India_002331.jpg,RDD2022,India,train
India_002337.jpg,1,Alligator Crack,Alligator Crack,0.1867669753086419,data/raw/road_damage/India/India/train/images/India_002337.jpg,RDD2022,India,train
India_002340.jpg,1,Pothole,Pothole,0.0263888888888888,data/raw/road_damage/India/India/train/images/India_002340.jpg,RDD2022,India,train
India_002341.jpg,4,Alligator Crack|Pothole,Pothole,0.176875,data/raw/road_damage/India/India/train/images/India_002341.jpg,RDD2022,India,train
India_002342.jpg,2,Pothole,Pothole,0.0108487654320987,data/raw/road_damage/India/India/train/images/India_002342.jpg,RDD2022,India,train
India_002344.jpg,1,Alligator Crack,Alligator Crack,0.062085262345679,data/raw/road_damage/India/India/train/images/India_002344.jpg,RDD2022,India,train
India_002345.jpg,1,Pothole,Pothole,0.0320987654320987,data/raw/road_damage/India/India/train/images/India_002345.jpg,RDD2022,India,train
India_002348.jpg,2,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.1027893518518518,data/raw/road_damage/India/India/train/images/India_002348.jpg,RDD2022,India,train
India_002349.jpg,3,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.1592322530864197,data/raw/road_damage/India/India/train/images/India_002349.jpg,RDD2022,India,train
India_002352.jpg,2,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.1618171296296296,data/raw/road_damage/India/India/train/images/India_002352.jpg,RDD2022,India,train
India_002363.jpg,3,Longitudinal Crack|Pothole,Longitudinal Crack,0.039537037037037,data/raw/road_damage/India/India/train/images/India_002363.jpg,RDD2022,India,train
India_002364.jpg,1,Alligator Crack,Alligator Crack,0.1572067901234567,data/raw/road_damage/India/India/train/images/India_002364.jpg,RDD2022,India,train
India_002366.jpg,2,Alligator Crack|Longitudinal Crack,Alligator Crack,0.1910416666666666,data/raw/road_damage/India/India/train/images/India_002366.jpg,RDD2022,India,train
India_002368.jpg,1,Alligator Crack,Alligator Crack,0.1353009259259259,data/raw/road_damage/India/India/train/images/India_002368.jpg,RDD2022,India,train
India_002371.jpg,1,Pothole,Pothole,0.0142939814814814,data/raw/road_damage/India/India/train/images/India_002371.jpg,RDD2022,India,train
India_002372.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0075482253086419,data/raw/road_damage/India/India/train/images/India_002372.jpg,RDD2022,India,train
India_002376.jpg,4,Pothole,Pothole,0.0371469907407407,data/raw/road_damage/India/India/train/images/India_002376.jpg,RDD2022,India,train
India_002378.jpg,1,Alligator Crack,Alligator Crack,0.1886284722222222,data/raw/road_damage/India/India/train/images/India_002378.jpg,RDD2022,India,train
India_002379.jpg,2,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.3045486111111111,data/raw/road_damage/India/India/train/images/India_002379.jpg,RDD2022,India,train
India_002385.jpg,2,Longitudinal Crack|Pothole,Longitudinal Crack,0.1523283179012345,data/raw/road_damage/India/India/train/images/India_002385.jpg,RDD2022,India,train
India_002386.jpg,2,Alligator Crack,Alligator Crack,0.0692476851851851,data/raw/road_damage/India/India/train/images/India_002386.jpg,RDD2022,India,train
India_002390.jpg,2,Pothole,Pothole,0.0028645833333333,data/raw/road_damage/India/India/train/images/India_002390.jpg,RDD2022,India,train
India_002395.jpg,3,Pothole,Pothole,0.1632716049382716,data/raw/road_damage/India/India/train/images/India_002395.jpg,RDD2022,India,train
India_002398.jpg,2,Alligator Crack|Longitudinal Crack,Alligator Crack,0.0714158950617284,data/raw/road_damage/India/India/train/images/India_002398.jpg,RDD2022,India,train
India_002400.jpg,2,Longitudinal Crack,Longitudinal Crack,0.01328125,data/raw/road_damage/India/India/train/images/India_002400.jpg,RDD2022,India,train
India_002404.jpg,8,Alligator Crack|Longitudinal Crack|Pothole|Transverse Crack,Pothole,0.0391666666666666,data/raw/road_damage/India/India/train/images/India_002404.jpg,RDD2022,India,train
India_002405.jpg,2,Alligator Crack|Pothole,Alligator Crack,0.1333526234567901,data/raw/road_damage/India/India/train/images/India_002405.jpg,RDD2022,India,train
India_002410.jpg,1,Pothole,Pothole,0.0045235339506172,data/raw/road_damage/India/India/train/images/India_002410.jpg,RDD2022,India,train
India_002411.jpg,2,Alligator Crack|Pothole,Pothole,0.3810570987654321,data/raw/road_damage/India/India/train/images/India_002411.jpg,RDD2022,India,train
India_002419.jpg,6,Longitudinal Crack|Pothole,Pothole,0.0414988425925925,data/raw/road_damage/India/India/train/images/India_002419.jpg,RDD2022,India,train
India_002426.jpg,3,Pothole,Pothole,0.1941724537037037,data/raw/road_damage/India/India/train/images/India_002426.jpg,RDD2022,India,train
India_002428.jpg,3,Alligator Crack|Longitudinal Crack|Pothole,Alligator Crack,0.1126157407407407,data/raw/road_damage/India/India/train/images/India_002428.jpg,RDD2022,India,train
India_002429.jpg,2,Pothole,Pothole,0.0229108796296296,data/raw/road_damage/India/India/train/images/India_002429.jpg,RDD2022,India,train
India_002437.jpg,2,Alligator Crack|Longitudinal Crack,Alligator Crack,0.0587538580246913,data/raw/road_damage/India/India/train/images/India_002437.jpg,RDD2022,India,train
India_002447.jpg,2,Longitudinal Crack|Pothole,Longitudinal Crack,0.0363117283950617,data/raw/road_damage/India/India/train/images/India_002447.jpg,RDD2022,India,train
India_002449.jpg,2,Alligator Crack,Alligator Crack,0.0430169753086419,data/raw/road_damage/India/India/train/images/India_002449.jpg,RDD2022,India,train
India_002450.jpg,3,Alligator Crack|Longitudinal Crack,Alligator Crack,0.0774402006172839,data/raw/road_damage/India/India/train/images/India_002450.jpg,RDD2022,India,train
India_002455.jpg,2,Alligator Crack,Alligator Crack,0.0728356481481481,data/raw/road_damage/India/India/train/images/India_002455.jpg,RDD2022,India,train
India_002459.jpg,1,Pothole,Pothole,0.0033487654320987,data/raw/road_damage/India/India/train/images/India_002459.jpg,RDD2022,India,train
India_002464.jpg,1,Alligator Crack,Alligator Crack,0.0495177469135802,data/raw/road_damage/India/India/train/images/India_002464.jpg,RDD2022,India,train
India_002466.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0260223765432098,data/raw/road_damage/India/India/train/images/India_002466.jpg,RDD2022,India,train
India_002470.jpg,2,Longitudinal Crack,Longitudinal Crack,0.0118904320987654,data/raw/road_damage/India/India/train/images/India_002470.jpg,RDD2022,India,train
India_002480.jpg,2,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.2376813271604938,data/raw/road_damage/India/India/train/images/India_002480.jpg,RDD2022,India,train
India_002487.jpg,6,Alligator Crack|Longitudinal Crack|Pothole,Pothole,0.132716049382716,data/raw/road_damage/India/India/train/images/India_002487.jpg,RDD2022,India,train
India_002494.jpg,1,Alligator Crack,Alligator Crack,0.0598765432098765,data/raw/road_damage/India/India/train/images/India_002494.jpg,RDD2022,India,train
India_002496.jpg,3,Alligator Crack|Pothole,Pothole,0.0126929012345679,data/raw/road_damage/India/India/train/images/India_002496.jpg,RDD2022,India,train
India_002497.jpg,2,Alligator Crack|Pothole,Pothole,0.3689583333333333,data/raw/road_damage/India/India/train/images/India_002497.jpg,RDD2022,India,train
India_002498.jpg,3,Pothole,Pothole,0.0137731481481481,data/raw/road_damage/India/India/train/images/India_002498.jpg,RDD2022,India,train
India_002499.jpg,4,Alligator Crack|Pothole,Pothole,0.0422916666666666,data/raw/road_damage/India/India/train/images/India_002499.jpg,RDD2022,India,train
India_002503.jpg,4,Longitudinal Crack|Transverse Crack,Longitudinal Crack,0.0221219135802469,data/raw/road_damage/India/India/train/images/India_002503.jpg,RDD2022,India,train
India_002508.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0311458333333333,data/raw/road_damage/India/India/train/images/India_002508.jpg,RDD2022,India,train
India_002509.jpg,5,Alligator Crack|Longitudinal Crack|Pothole,Alligator Crack,0.1028163580246913,data/raw/road_damage/India/India/train/images/India_002509.jpg,RDD2022,India,train
India_002512.jpg,1,Alligator Crack,Alligator Crack,0.2163059413580247,data/raw/road_damage/India/India/train/images/India_002512.jpg,RDD2022,India,train
India_002516.jpg,1,Pothole,Pothole,0.0089756944444444,data/raw/road_damage/India/India/train/images/India_002516.jpg,RDD2022,India,train
India_002522.jpg,3,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.0589351851851851,data/raw/road_damage/India/India/train/images/India_002522.jpg,RDD2022,India,train
India_002523.jpg,3,Pothole,Pothole,0.001994598765432,data/raw/road_damage/India/India/train/images/India_002523.jpg,RDD2022,India,train
India_002544.jpg,1,Alligator Crack,Alligator Crack,0.0074074074074074,data/raw/road_damage/India/India/train/images/India_002544.jpg,RDD2022,India,train
India_002549.jpg,2,Pothole,Pothole,0.0746720679012345,data/raw/road_damage/India/India/train/images/India_002549.jpg,RDD2022,India,train
India_002550.jpg,3,Alligator Crack|Pothole,Pothole,0.0898765432098765,data/raw/road_damage/India/India/train/images/India_002550.jpg,RDD2022,India,train
India_002551.jpg,2,Alligator Crack|Longitudinal Crack,Alligator Crack,0.1888888888888888,data/raw/road_damage/India/India/train/images/India_002551.jpg,RDD2022,India,train
India_002553.jpg,2,Alligator Crack|Pothole,Alligator Crack,0.1267939814814815,data/raw/road_damage/India/India/train/images/India_002553.jpg,RDD2022,India,train
India_002556.jpg,2,Longitudinal Crack|Transverse Crack,Transverse Crack,0.101003086419753,data/raw/road_damage/India/India/train/images/India_002556.jpg,RDD2022,India,train
India_002557.jpg,3,Longitudinal Crack,Longitudinal Crack,0.0165895061728395,data/raw/road_damage/India/India/train/images/India_002557.jpg,RDD2022,India,train
India_002558.jpg,2,Alligator Crack,Alligator Crack,0.1369675925925925,data/raw/road_damage/India/India/train/images/India_002558.jpg,RDD2022,India,train
India_002562.jpg,5,Pothole,Pothole,0.0111786265432098,data/raw/road_damage/India/India/train/images/India_002562.jpg,RDD2022,India,train
India_002563.jpg,2,Pothole,Pothole,0.0614814814814814,data/raw/road_damage/India/India/train/images/India_002563.jpg,RDD2022,India,train
India_002565.jpg,1,Alligator Crack,Alligator Crack,0.2620351080246914,data/raw/road_damage/India/India/train/images/India_002565.jpg,RDD2022,India,train
India_002566.jpg,2,Alligator Crack|Longitudinal Crack,Alligator Crack,0.155679012345679,data/raw/road_damage/India/India/train/images/India_002566.jpg,RDD2022,India,train
India_002567.jpg,1,Pothole,Pothole,0.1614583333333333,data/raw/road_damage/India/India/train/images/India_002567.jpg,RDD2022,India,train
India_002570.jpg,1,Pothole,Pothole,0.0279166666666666,data/raw/road_damage/India/India/train/images/India_002570.jpg,RDD2022,India,train
India_002573.jpg,1,Pothole,Pothole,0.0023456790123456,data/raw/road_damage/India/India/train/images/India_002573.jpg,RDD2022,India,train
India_002576.jpg,4,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.1037712191358024,data/raw/road_damage/India/India/train/images/India_002576.jpg,RDD2022,India,train
India_002582.jpg,1,Alligator Crack,Alligator Crack,0.0676215277777777,data/raw/road_damage/India/India/train/images/India_002582.jpg,RDD2022,India,train
India_002585.jpg,1,Pothole,Pothole,0.0020331790123456,data/raw/road_damage/India/India/train/images/India_002585.jpg,RDD2022,India,train
India_002591.jpg,1,Pothole,Pothole,0.0049652777777777,data/raw/road_damage/India/India/train/images/India_002591.jpg,RDD2022,India,train
India_002592.jpg,1,Alligator Crack,Alligator Crack,0.1840625,data/raw/road_damage/India/India/train/images/India_002592.jpg,RDD2022,India,train
India_002593.jpg,1,Pothole,Pothole,0.0173379629629629,data/raw/road_damage/India/India/train/images/India_002593.jpg,RDD2022,India,train
India_002594.jpg,3,Alligator Crack|Pothole,Alligator Crack,0.0347569444444444,data/raw/road_damage/India/India/train/images/India_002594.jpg,RDD2022,India,train
India_002605.jpg,1,Alligator Crack,Alligator Crack,0.1706520061728395,data/raw/road_damage/India/India/train/images/India_002605.jpg,RDD2022,India,train
India_002608.jpg,4,Pothole,Pothole,0.0041319444444444,data/raw/road_damage/India/India/train/images/India_002608.jpg,RDD2022,India,train
India_002611.jpg,3,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.1599228395061728,data/raw/road_damage/India/India/train/images/India_002611.jpg,RDD2022,India,train
India_002614.jpg,2,Alligator Crack|Longitudinal Crack,Alligator Crack,0.1355729166666666,data/raw/road_damage/India/India/train/images/India_002614.jpg,RDD2022,India,train
India_002616.jpg,2,Alligator Crack|Longitudinal Crack,Alligator Crack,0.1554012345679012,data/raw/road_damage/India/India/train/images/India_002616.jpg,RDD2022,India,train
India_002618.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0111342592592592,data/raw/road_damage/India/India/train/images/India_002618.jpg,RDD2022,India,train
India_002629.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0226658950617283,data/raw/road_damage/India/India/train/images/India_002629.jpg,RDD2022,India,train
India_002642.jpg,3,Longitudinal Crack|Pothole,Longitudinal Crack,0.009855324074074,data/raw/road_damage/India/India/train/images/India_002642.jpg,RDD2022,India,train
India_002644.jpg,2,Alligator Crack|Longitudinal Crack,Alligator Crack,0.1164814814814814,data/raw/road_damage/India/India/train/images/India_002644.jpg,RDD2022,India,train
India_002646.jpg,5,Alligator Crack|Longitudinal Crack|Transverse Crack,Longitudinal Crack,0.033653549382716,data/raw/road_damage/India/India/train/images/India_002646.jpg,RDD2022,India,train
India_002652.jpg,2,Alligator Crack|Longitudinal Crack,Alligator Crack,0.0614525462962963,data/raw/road_damage/India/India/train/images/India_002652.jpg,RDD2022,India,train
India_002656.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0043479938271604,data/raw/road_damage/India/India/train/images/India_002656.jpg,RDD2022,India,train
India_002658.jpg,1,Pothole,Pothole,0.0090393518518518,data/raw/road_damage/India/India/train/images/India_002658.jpg,RDD2022,India,train
India_002664.jpg,1,Pothole,Pothole,0.2369521604938271,data/raw/road_damage/India/India/train/images/India_002664.jpg,RDD2022,India,train
India_002665.jpg,1,Pothole,Pothole,0.0971199845679012,data/raw/road_damage/India/India/train/images/India_002665.jpg,RDD2022,India,train
India_002666.jpg,1,Alligator Crack,Alligator Crack,0.2190972222222222,data/raw/road_damage/India/India/train/images/India_002666.jpg,RDD2022,India,train
India_002667.jpg,1,Pothole,Pothole,0.0561342592592592,data/raw/road_damage/India/India/train/images/India_002667.jpg,RDD2022,India,train
India_002668.jpg,2,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.2437307098765432,data/raw/road_damage/India/India/train/images/India_002668.jpg,RDD2022,India,train
India_002673.jpg,1,Pothole,Pothole,0.0045833333333333,data/raw/road_damage/India/India/train/images/India_002673.jpg,RDD2022,India,train
India_002678.jpg,2,Longitudinal Crack|Pothole,Longitudinal Crack,0.0570601851851851,data/raw/road_damage/India/India/train/images/India_002678.jpg,RDD2022,India,train
India_002679.jpg,2,Pothole,Pothole,0.0079899691358024,data/raw/road_damage/India/India/train/images/India_002679.jpg,RDD2022,India,train
India_002681.jpg,3,Longitudinal Crack|Pothole,Pothole,0.0402777777777777,data/raw/road_damage/India/India/train/images/India_002681.jpg,RDD2022,India,train
India_002685.jpg,1,Pothole,Pothole,0.0190104166666666,data/raw/road_damage/India/India/train/images/India_002685.jpg,RDD2022,India,train
India_002689.jpg,1,Alligator Crack,Alligator Crack,0.2532291666666666,data/raw/road_damage/India/India/train/images/India_002689.jpg,RDD2022,India,train
India_002696.jpg,6,Alligator Crack|Longitudinal Crack|Pothole,Longitudinal Crack,0.03125,data/raw/road_damage/India/India/train/images/India_002696.jpg,RDD2022,India,train
India_002700.jpg,2,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.1,data/raw/road_damage/India/India/train/images/India_002700.jpg,RDD2022,India,train
India_002702.jpg,2,Alligator Crack|Pothole,Pothole,0.1450578703703703,data/raw/road_damage/India/India/train/images/India_002702.jpg,RDD2022,India,train
India_002703.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0663020833333333,data/raw/road_damage/India/India/train/images/India_002703.jpg,RDD2022,India,train
India_002705.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0089371141975308,data/raw/road_damage/India/India/train/images/India_002705.jpg,RDD2022,India,train
India_002708.jpg,3,Longitudinal Crack|Pothole,Pothole,0.0560185185185185,data/raw/road_damage/India/India/train/images/India_002708.jpg,RDD2022,India,train
India_002710.jpg,3,Longitudinal Crack,Longitudinal Crack,0.1165798611111111,data/raw/road_damage/India/India/train/images/India_002710.jpg,RDD2022,India,train
India_002713.jpg,2,Alligator Crack|Pothole,Alligator Crack,0.1455054012345679,data/raw/road_damage/India/India/train/images/India_002713.jpg,RDD2022,India,train
India_002714.jpg,3,Alligator Crack|Longitudinal Crack|Pothole,Pothole,0.0805092592592592,data/raw/road_damage/India/India/train/images/India_002714.jpg,RDD2022,India,train
India_002716.jpg,1,Longitudinal Crack,Longitudinal Crack,0.1066666666666666,data/raw/road_damage/India/India/train/images/India_002716.jpg,RDD2022,India,train
India_002717.jpg,3,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.0597839506172839,data/raw/road_damage/India/India/train/images/India_002717.jpg,RDD2022,India,train
India_002723.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0527064043209876,data/raw/road_damage/India/India/train/images/India_002723.jpg,RDD2022,India,train
India_002725.jpg,2,Longitudinal Crack,Longitudinal Crack,0.0052199074074074,data/raw/road_damage/India/India/train/images/India_002725.jpg,RDD2022,India,train
India_002726.jpg,2,Longitudinal Crack,Longitudinal Crack,0.0066666666666666,data/raw/road_damage/India/India/train/images/India_002726.jpg,RDD2022,India,train
India_002729.jpg,1,Alligator Crack,Alligator Crack,0.2454166666666666,data/raw/road_damage/India/India/train/images/India_002729.jpg,RDD2022,India,train
India_002730.jpg,1,Alligator Crack,Alligator Crack,0.0919212962962962,data/raw/road_damage/India/India/train/images/India_002730.jpg,RDD2022,India,train
India_002735.jpg,1,Pothole,Pothole,0.0754783950617283,data/raw/road_damage/India/India/train/images/India_002735.jpg,RDD2022,India,train
India_002737.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0207735339506172,data/raw/road_damage/India/India/train/images/India_002737.jpg,RDD2022,India,train
India_002739.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0236940586419753,data/raw/road_damage/India/India/train/images/India_002739.jpg,RDD2022,India,train
India_002745.jpg,4,Alligator Crack|Longitudinal Crack|Pothole,Pothole,0.1871257716049382,data/raw/road_damage/India/India/train/images/India_002745.jpg,RDD2022,India,train
India_002749.jpg,1,Alligator Crack,Alligator Crack,0.1555709876543209,data/raw/road_damage/India/India/train/images/India_002749.jpg,RDD2022,India,train
India_002757.jpg,4,Longitudinal Crack|Pothole,Pothole,0.0536574074074074,data/raw/road_damage/India/India/train/images/India_002757.jpg,RDD2022,India,train
India_002759.jpg,1,Pothole,Pothole,0.0043287037037037,data/raw/road_damage/India/India/train/images/India_002759.jpg,RDD2022,India,train
India_002771.jpg,1,Pothole,Pothole,0.0031635802469135,data/raw/road_damage/India/India/train/images/India_002771.jpg,RDD2022,India,train
India_002772.jpg,5,Longitudinal Crack|Pothole,Pothole,0.0177083333333333,data/raw/road_damage/India/India/train/images/India_002772.jpg,RDD2022,India,train
India_002775.jpg,4,Longitudinal Crack|Pothole,Pothole,0.0547685185185185,data/raw/road_damage/India/India/train/images/India_002775.jpg,RDD2022,India,train
India_002777.jpg,2,Alligator Crack|Pothole,Alligator Crack,0.0791493055555555,data/raw/road_damage/India/India/train/images/India_002777.jpg,RDD2022,India,train
India_002784.jpg,7,Alligator Crack|Longitudinal Crack|Pothole,Pothole,0.1259895833333333,data/raw/road_damage/India/India/train/images/India_002784.jpg,RDD2022,India,train
India_002787.jpg,1,Alligator Crack,Alligator Crack,0.2587962962962963,data/raw/road_damage/India/India/train/images/India_002787.jpg,RDD2022,India,train
India_002790.jpg,2,Pothole,Pothole,0.1859182098765432,data/raw/road_damage/India/India/train/images/India_002790.jpg,RDD2022,India,train
India_002793.jpg,13,Alligator Crack|Longitudinal Crack|Pothole,Pothole,0.0545563271604938,data/raw/road_damage/India/India/train/images/India_002793.jpg,RDD2022,India,train
India_002795.jpg,4,Alligator Crack|Pothole,Pothole,0.0324074074074074,data/raw/road_damage/India/India/train/images/India_002795.jpg,RDD2022,India,train
India_002804.jpg,3,Alligator Crack|Longitudinal Crack|Pothole,Longitudinal Crack,0.0667052469135802,data/raw/road_damage/India/India/train/images/India_002804.jpg,RDD2022,India,train
India_002810.jpg,1,Pothole,Pothole,0.0035648148148148,data/raw/road_damage/India/India/train/images/India_002810.jpg,RDD2022,India,train
India_002815.jpg,1,Alligator Crack,Alligator Crack,0.1285860339506173,data/raw/road_damage/India/India/train/images/India_002815.jpg,RDD2022,India,train
India_002818.jpg,2,Longitudinal Crack|Pothole,Longitudinal Crack,0.0539621913580246,data/raw/road_damage/India/India/train/images/India_002818.jpg,RDD2022,India,train
India_002821.jpg,2,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.1375,data/raw/road_damage/India/India/train/images/India_002821.jpg,RDD2022,India,train
India_002832.jpg,2,Pothole,Pothole,0.0478125,data/raw/road_damage/India/India/train/images/India_002832.jpg,RDD2022,India,train
India_002839.jpg,1,Alligator Crack,Alligator Crack,0.1482638888888889,data/raw/road_damage/India/India/train/images/India_002839.jpg,RDD2022,India,train
India_002843.jpg,2,Alligator Crack|Pothole,Alligator Crack,0.1218036265432098,data/raw/road_damage/India/India/train/images/India_002843.jpg,RDD2022,India,train
India_002846.jpg,1,Pothole,Pothole,0.0472453703703703,data/raw/road_damage/India/India/train/images/India_002846.jpg,RDD2022,India,train
India_002847.jpg,2,Longitudinal Crack,Longitudinal Crack,0.037824074074074,data/raw/road_damage/India/India/train/images/India_002847.jpg,RDD2022,India,train
India_002849.jpg,1,Alligator Crack,Alligator Crack,0.2256365740740741,data/raw/road_damage/India/India/train/images/India_002849.jpg,RDD2022,India,train
India_002854.jpg,1,Pothole,Pothole,0.2346759259259259,data/raw/road_damage/India/India/train/images/India_002854.jpg,RDD2022,India,train
India_002858.jpg,3,Alligator Crack|Longitudinal Crack,Alligator Crack,0.2051388888888889,data/raw/road_damage/India/India/train/images/India_002858.jpg,RDD2022,India,train
India_002860.jpg,1,Pothole,Pothole,0.0031481481481481,data/raw/road_damage/India/India/train/images/India_002860.jpg,RDD2022,India,train
India_002871.jpg,3,Pothole,Pothole,0.1047569444444444,data/raw/road_damage/India/India/train/images/India_002871.jpg,RDD2022,India,train
India_002873.jpg,2,Alligator Crack|Longitudinal Crack,Alligator Crack,0.2118055555555555,data/raw/road_damage/India/India/train/images/India_002873.jpg,RDD2022,India,train
India_002875.jpg,2,Alligator Crack|Pothole,Pothole,0.1483719135802469,data/raw/road_damage/India/India/train/images/India_002875.jpg,RDD2022,India,train
India_002877.jpg,5,Longitudinal Crack|Pothole,Longitudinal Crack,0.0338888888888888,data/raw/road_damage/India/India/train/images/India_002877.jpg,RDD2022,India,train
India_002880.jpg,2,Longitudinal Crack|Pothole,Longitudinal Crack,0.0725,data/raw/road_damage/India/India/train/images/India_002880.jpg,RDD2022,India,train
India_002881.jpg,1,Pothole,Pothole,0.0220679012345679,data/raw/road_damage/India/India/train/images/India_002881.jpg,RDD2022,India,train
India_002884.jpg,2,Alligator Crack,Alligator Crack,0.1188175154320987,data/raw/road_damage/India/India/train/images/India_002884.jpg,RDD2022,India,train
India_002889.jpg,1,Pothole,Pothole,0.0041782407407407,data/raw/road_damage/India/India/train/images/India_002889.jpg,RDD2022,India,train
India_002892.jpg,1,Alligator Crack,Alligator Crack,0.0563753858024691,data/raw/road_damage/India/India/train/images/India_002892.jpg,RDD2022,India,train
India_002894.jpg,2,Pothole,Pothole,0.0076543209876543,data/raw/road_damage/India/India/train/images/India_002894.jpg,RDD2022,India,train
India_002895.jpg,3,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.0292399691358024,data/raw/road_damage/India/India/train/images/India_002895.jpg,RDD2022,India,train
India_002900.jpg,1,Alligator Crack,Alligator Crack,0.0556809413580246,data/raw/road_damage/India/India/train/images/India_002900.jpg,RDD2022,India,train
India_002901.jpg,1,Pothole,Pothole,0.0412114197530864,data/raw/road_damage/India/India/train/images/India_002901.jpg,RDD2022,India,train
India_002903.jpg,3,Longitudinal Crack|Pothole,Longitudinal Crack,0.0580632716049382,data/raw/road_damage/India/India/train/images/India_002903.jpg,RDD2022,India,train
